h,r,t,weight,comment
C_SyntheticConcept_008246,leadsTo,C_SyntheticConcept_008247,1.0,
C_SyntheticConcept_017684,leadsTo,C_SyntheticConcept_017832,1.0,
C_SyntheticConcept_000249,leadsTo,C_SyntheticConcept_000397,1.0,
C_SyntheticConcept_000968,leadsTo,C_SyntheticConcept_001079,1.0,
C_SyntheticConcept_012046,leadsTo,C_SyntheticConcept_012231,1.0,
C_SyntheticConcept_013113,leadsTo,C_SyntheticConcept_013114,1.0,
C_SyntheticConcept_004799,leadsTo,C_SyntheticConcept_004800,1.0,
C_SyntheticConcept_003321,leadsTo,C_SyntheticConcept_003469,1.0,
C_SyntheticConcept_010043,leadsTo,C_SyntheticConcept_010154,1.0,
C_SyntheticConcept_008403,leadsTo,C_SyntheticConcept_008404,1.0,
C_SyntheticConcept_000153,leadsTo,C_SyntheticConcept_000227,1.0,
C_SyntheticConcept_006597,leadsTo,C_SyntheticConcept_006782,1.0,
C_SyntheticConcept_005865,leadsTo,C_SyntheticConcept_005976,1.0,
C_SyntheticConcept_009774,leadsTo,C_SyntheticConcept_009848,1.0,
C_SyntheticConcept_006452,leadsTo,C_SyntheticConcept_006563,1.0,
C_SyntheticConcept_007640,leadsTo,C_SyntheticConcept_007825,1.0,
C_SyntheticConcept_015094,leadsTo,C_SyntheticConcept_015279,1.0,
C_SyntheticConcept_017333,leadsTo,C_SyntheticConcept_017518,1.0,
C_SyntheticConcept_014833,leadsTo,C_SyntheticConcept_014907,1.0,
C_SyntheticConcept_014348,leadsTo,C_SyntheticConcept_014422,1.0,
C_SyntheticConcept_006568,leadsTo,C_SyntheticConcept_006679,1.0,
C_SyntheticConcept_013469,leadsTo,C_SyntheticConcept_013654,1.0,
C_SyntheticConcept_017852,leadsTo,C_SyntheticConcept_017853,1.0,
C_SyntheticConcept_015056,leadsTo,C_SyntheticConcept_015167,1.0,
C_SyntheticConcept_015242,leadsTo,C_SyntheticConcept_015427,1.0,
C_SyntheticConcept_007813,leadsTo,C_SyntheticConcept_007887,1.0,
C_SyntheticConcept_011114,leadsTo,C_SyntheticConcept_011262,1.0,
C_SyntheticConcept_013683,leadsTo,C_SyntheticConcept_013684,1.0,
C_SyntheticConcept_002955,leadsTo,C_SyntheticConcept_003103,1.0,
C_SyntheticConcept_006144,leadsTo,C_SyntheticConcept_006145,1.0,
C_SyntheticConcept_007529,leadsTo,C_SyntheticConcept_007530,1.0,
C_SyntheticConcept_006736,leadsTo,C_SyntheticConcept_006847,1.0,
C_SyntheticConcept_009710,leadsTo,C_SyntheticConcept_009858,1.0,
C_SyntheticConcept_017247,leadsTo,C_SyntheticConcept_017432,1.0,
C_SyntheticConcept_002033,leadsTo,C_SyntheticConcept_002144,1.0,
C_SyntheticConcept_018761,leadsTo,C_SyntheticConcept_018835,1.0,
C_SyntheticConcept_009798,leadsTo,C_SyntheticConcept_009946,1.0,
C_SyntheticConcept_011578,leadsTo,C_SyntheticConcept_011726,1.0,
C_SyntheticConcept_016373,leadsTo,C_SyntheticConcept_016374,1.0,
C_SyntheticConcept_006153,leadsTo,C_SyntheticConcept_006227,1.0,
C_SyntheticConcept_016149,leadsTo,C_SyntheticConcept_016150,1.0,
C_SyntheticConcept_002325,leadsTo,C_SyntheticConcept_002473,1.0,
C_SyntheticConcept_010895,leadsTo,C_SyntheticConcept_011080,1.0,
C_SyntheticConcept_001732,leadsTo,C_SyntheticConcept_001806,1.0,
C_SyntheticConcept_014273,leadsTo,C_SyntheticConcept_014421,1.0,
C_SyntheticConcept_019229,leadsTo,C_SyntheticConcept_019230,1.0,
C_SyntheticConcept_002771,leadsTo,C_SyntheticConcept_002919,1.0,
C_SyntheticConcept_003627,leadsTo,C_SyntheticConcept_003701,1.0,
C_SyntheticConcept_009960,leadsTo,C_SyntheticConcept_009961,1.0,
C_SyntheticConcept_018992,leadsTo,C_SyntheticConcept_019066,1.0,
C_SyntheticConcept_018771,leadsTo,C_SyntheticConcept_018919,1.0,
C_SyntheticConcept_005484,leadsTo,C_SyntheticConcept_005632,1.0,
C_SyntheticConcept_004100,leadsTo,C_SyntheticConcept_004101,1.0,
C_SyntheticConcept_014733,leadsTo,C_SyntheticConcept_014881,1.0,
C_SyntheticConcept_000182,leadsTo,C_SyntheticConcept_000367,1.0,
C_SyntheticConcept_000609,leadsTo,C_SyntheticConcept_000757,1.0,
C_SyntheticConcept_009946,leadsTo,C_SyntheticConcept_010020,1.0,
C_SyntheticConcept_004283,leadsTo,C_SyntheticConcept_004468,1.0,
C_SyntheticConcept_014302,leadsTo,C_SyntheticConcept_014376,1.0,
C_SyntheticConcept_016670,leadsTo,C_SyntheticConcept_016855,1.0,
C_SyntheticConcept_002159,leadsTo,C_SyntheticConcept_002344,1.0,
C_SyntheticConcept_008846,leadsTo,C_SyntheticConcept_008957,1.0,
C_SyntheticConcept_010147,leadsTo,C_SyntheticConcept_010332,1.0,
C_SyntheticConcept_004629,leadsTo,C_SyntheticConcept_004777,1.0,
C_SyntheticConcept_008802,leadsTo,C_SyntheticConcept_008803,1.0,
C_SyntheticConcept_014957,leadsTo,C_SyntheticConcept_015105,1.0,
C_SyntheticConcept_001208,leadsTo,C_SyntheticConcept_001282,1.0,
C_SyntheticConcept_015709,leadsTo,C_SyntheticConcept_015820,1.0,
C_SyntheticConcept_016923,leadsTo,C_SyntheticConcept_016997,1.0,
C_SyntheticConcept_016536,leadsTo,C_SyntheticConcept_016537,1.0,
C_SyntheticConcept_012753,leadsTo,C_SyntheticConcept_012938,1.0,
C_SyntheticConcept_005613,leadsTo,C_SyntheticConcept_005724,1.0,
C_SyntheticConcept_012202,leadsTo,C_SyntheticConcept_012203,1.0,
C_SyntheticConcept_004202,leadsTo,C_SyntheticConcept_004313,1.0,
C_SyntheticConcept_017966,leadsTo,C_SyntheticConcept_018040,1.0,
C_SyntheticConcept_013969,leadsTo,C_SyntheticConcept_014043,1.0,
C_SyntheticConcept_002014,leadsTo,C_SyntheticConcept_002088,1.0,
C_SyntheticConcept_003146,leadsTo,C_SyntheticConcept_003257,1.0,
C_SyntheticConcept_001869,leadsTo,C_SyntheticConcept_002054,1.0,
C_SyntheticConcept_010416,leadsTo,C_SyntheticConcept_010601,1.0,
C_SyntheticConcept_004438,leadsTo,C_SyntheticConcept_004586,1.0,
C_SyntheticConcept_006043,leadsTo,C_SyntheticConcept_006044,1.0,
C_SyntheticConcept_011345,leadsTo,C_SyntheticConcept_011346,1.0,
C_SyntheticConcept_011439,leadsTo,C_SyntheticConcept_011587,1.0,
C_SyntheticConcept_008834,leadsTo,C_SyntheticConcept_008982,1.0,
C_SyntheticConcept_000355,leadsTo,C_SyntheticConcept_000503,1.0,
C_SyntheticConcept_014595,leadsTo,C_SyntheticConcept_014743,1.0,
C_SyntheticConcept_013793,leadsTo,C_SyntheticConcept_013904,1.0,
C_SyntheticConcept_001644,leadsTo,C_SyntheticConcept_001718,1.0,
C_SyntheticConcept_004634,leadsTo,C_SyntheticConcept_004819,1.0,
C_SyntheticConcept_010260,leadsTo,C_SyntheticConcept_010334,1.0,
C_SyntheticConcept_013129,leadsTo,C_SyntheticConcept_013130,1.0,
C_SyntheticConcept_014440,leadsTo,C_SyntheticConcept_014514,1.0,
C_SyntheticConcept_000634,leadsTo,C_SyntheticConcept_000635,1.0,
C_SyntheticConcept_014110,leadsTo,C_SyntheticConcept_014184,1.0,
C_SyntheticConcept_014809,leadsTo,C_SyntheticConcept_014994,1.0,
C_SyntheticConcept_015525,leadsTo,C_SyntheticConcept_015526,1.0,
C_SyntheticConcept_013267,leadsTo,C_SyntheticConcept_013415,1.0,
C_SyntheticConcept_000955,leadsTo,C_SyntheticConcept_000956,1.0,
C_SyntheticConcept_015225,leadsTo,C_SyntheticConcept_015410,1.0,
C_SyntheticConcept_017452,leadsTo,C_SyntheticConcept_017563,1.0,
C_SyntheticConcept_009172,leadsTo,C_SyntheticConcept_009283,1.0,
C_SyntheticConcept_000076,leadsTo,C_SyntheticConcept_000261,1.0,
C_SyntheticConcept_018331,leadsTo,C_SyntheticConcept_018405,1.0,
C_SyntheticConcept_012665,leadsTo,C_SyntheticConcept_012666,1.0,
C_SyntheticConcept_011198,leadsTo,C_SyntheticConcept_011383,1.0,
C_SyntheticConcept_003311,leadsTo,C_SyntheticConcept_003312,1.0,
C_SyntheticConcept_014697,leadsTo,C_SyntheticConcept_014808,1.0,
C_SyntheticConcept_006356,leadsTo,C_SyntheticConcept_006357,1.0,
C_SyntheticConcept_005987,leadsTo,C_SyntheticConcept_006098,1.0,
C_SyntheticConcept_016474,leadsTo,C_SyntheticConcept_016585,1.0,
C_SyntheticConcept_010094,leadsTo,C_SyntheticConcept_010095,1.0,
C_SyntheticConcept_009555,leadsTo,C_SyntheticConcept_009629,1.0,
C_SyntheticConcept_018757,leadsTo,C_SyntheticConcept_018868,1.0,
C_SyntheticConcept_015174,leadsTo,C_SyntheticConcept_015359,1.0,
C_SyntheticConcept_015667,leadsTo,C_SyntheticConcept_015741,1.0,
C_SyntheticConcept_011717,leadsTo,C_SyntheticConcept_011718,1.0,
C_SyntheticConcept_002308,leadsTo,C_SyntheticConcept_002493,1.0,
C_SyntheticConcept_002817,leadsTo,C_SyntheticConcept_002818,1.0,
C_SyntheticConcept_013567,leadsTo,C_SyntheticConcept_013568,1.0,
C_SyntheticConcept_000644,leadsTo,C_SyntheticConcept_000718,1.0,
C_SyntheticConcept_015186,leadsTo,C_SyntheticConcept_015297,1.0,
C_SyntheticConcept_001044,leadsTo,C_SyntheticConcept_001229,1.0,
C_SyntheticConcept_015180,leadsTo,C_SyntheticConcept_015181,1.0,
C_SyntheticConcept_011583,leadsTo,C_SyntheticConcept_011694,1.0,
C_SyntheticConcept_017543,leadsTo,C_SyntheticConcept_017617,1.0,
C_SyntheticConcept_017928,leadsTo,C_SyntheticConcept_017929,1.0,
C_SyntheticConcept_002211,leadsTo,C_SyntheticConcept_002285,1.0,
C_SyntheticConcept_019546,leadsTo,C_SyntheticConcept_019694,1.0,
C_SyntheticConcept_016566,leadsTo,C_SyntheticConcept_016751,1.0,
C_SyntheticConcept_004984,leadsTo,C_SyntheticConcept_005058,1.0,
C_SyntheticConcept_008982,leadsTo,C_SyntheticConcept_009056,1.0,
C_SyntheticConcept_018532,leadsTo,C_SyntheticConcept_018533,1.0,
C_SyntheticConcept_006027,leadsTo,C_SyntheticConcept_006028,1.0,
C_SyntheticConcept_013615,leadsTo,C_SyntheticConcept_013800,1.0,
C_SyntheticConcept_005958,leadsTo,C_SyntheticConcept_006032,1.0,
C_SyntheticConcept_003950,leadsTo,C_SyntheticConcept_004098,1.0,
C_SyntheticConcept_003235,leadsTo,C_SyntheticConcept_003383,1.0,
C_SyntheticConcept_009560,leadsTo,C_SyntheticConcept_009634,1.0,
C_SyntheticConcept_018527,leadsTo,C_SyntheticConcept_018528,1.0,
C_SyntheticConcept_019919,leadsTo,C_SyntheticConcept_019993,1.0,
C_SyntheticConcept_011459,leadsTo,C_SyntheticConcept_011607,1.0,
C_SyntheticConcept_017860,leadsTo,C_SyntheticConcept_018008,1.0,
C_SyntheticConcept_019875,leadsTo,C_SyntheticConcept_019986,1.0,
C_SyntheticConcept_014650,leadsTo,C_SyntheticConcept_014651,1.0,
C_SyntheticConcept_001040,leadsTo,C_SyntheticConcept_001041,1.0,
C_SyntheticConcept_006952,leadsTo,C_SyntheticConcept_006953,1.0,
C_SyntheticConcept_003204,leadsTo,C_SyntheticConcept_003389,1.0,
C_SyntheticConcept_012359,leadsTo,C_SyntheticConcept_012433,1.0,
C_SyntheticConcept_019939,leadsTo,C_SyntheticConcept_000013,1.0,
C_SyntheticConcept_016194,leadsTo,C_SyntheticConcept_016342,1.0,
C_SyntheticConcept_017376,leadsTo,C_SyntheticConcept_017377,1.0,
C_SyntheticConcept_010291,leadsTo,C_SyntheticConcept_010439,1.0,
C_SyntheticConcept_014947,leadsTo,C_SyntheticConcept_014948,1.0,
C_SyntheticConcept_004200,leadsTo,C_SyntheticConcept_004311,1.0,
C_SyntheticConcept_001987,leadsTo,C_SyntheticConcept_002172,1.0,
C_SyntheticConcept_007265,leadsTo,C_SyntheticConcept_007413,1.0,
C_SyntheticConcept_016157,leadsTo,C_SyntheticConcept_016305,1.0,
C_SyntheticConcept_003492,leadsTo,C_SyntheticConcept_003640,1.0,
C_SyntheticConcept_002065,leadsTo,C_SyntheticConcept_002066,1.0,
C_SyntheticConcept_006699,leadsTo,C_SyntheticConcept_006810,1.0,
C_SyntheticConcept_018180,leadsTo,C_SyntheticConcept_018328,1.0,
C_SyntheticConcept_019060,leadsTo,C_SyntheticConcept_019061,1.0,
C_SyntheticConcept_014693,leadsTo,C_SyntheticConcept_014767,1.0,
C_SyntheticConcept_002645,leadsTo,C_SyntheticConcept_002793,1.0,
C_SyntheticConcept_013603,leadsTo,C_SyntheticConcept_013788,1.0,
C_SyntheticConcept_009073,leadsTo,C_SyntheticConcept_009184,1.0,
C_SyntheticConcept_019892,leadsTo,C_SyntheticConcept_000003,1.0,
C_SyntheticConcept_008033,leadsTo,C_SyntheticConcept_008181,1.0,
C_SyntheticConcept_014911,leadsTo,C_SyntheticConcept_014912,1.0,
C_SyntheticConcept_014241,leadsTo,C_SyntheticConcept_014242,1.0,
C_SyntheticConcept_008362,leadsTo,C_SyntheticConcept_008436,1.0,
C_SyntheticConcept_017539,leadsTo,C_SyntheticConcept_017540,1.0,
C_SyntheticConcept_016184,leadsTo,C_SyntheticConcept_016185,1.0,
C_SyntheticConcept_006153,leadsTo,C_SyntheticConcept_006154,1.0,
C_SyntheticConcept_000175,leadsTo,C_SyntheticConcept_000176,1.0,
C_SyntheticConcept_013675,leadsTo,C_SyntheticConcept_013860,1.0,
C_SyntheticConcept_015045,leadsTo,C_SyntheticConcept_015046,1.0,
C_SyntheticConcept_004826,leadsTo,C_SyntheticConcept_005011,1.0,
C_SyntheticConcept_018754,leadsTo,C_SyntheticConcept_018755,1.0,
C_SyntheticConcept_008311,leadsTo,C_SyntheticConcept_008422,1.0,
C_SyntheticConcept_003553,leadsTo,C_SyntheticConcept_003627,1.0,
C_SyntheticConcept_010960,leadsTo,C_SyntheticConcept_011145,1.0,
C_SyntheticConcept_002662,leadsTo,C_SyntheticConcept_002847,1.0,
C_SyntheticConcept_012945,leadsTo,C_SyntheticConcept_013056,1.0,
C_SyntheticConcept_015200,leadsTo,C_SyntheticConcept_015385,1.0,
C_SyntheticConcept_000294,leadsTo,C_SyntheticConcept_000479,1.0,
C_SyntheticConcept_003167,leadsTo,C_SyntheticConcept_003168,1.0,
C_SyntheticConcept_019257,leadsTo,C_SyntheticConcept_019258,1.0,
C_SyntheticConcept_016043,leadsTo,C_SyntheticConcept_016228,1.0,
C_SyntheticConcept_002941,leadsTo,C_SyntheticConcept_003052,1.0,
C_SyntheticConcept_004913,leadsTo,C_SyntheticConcept_005024,1.0,
C_SyntheticConcept_000594,leadsTo,C_SyntheticConcept_000705,1.0,
C_SyntheticConcept_005274,leadsTo,C_SyntheticConcept_005459,1.0,
C_SyntheticConcept_002427,leadsTo,C_SyntheticConcept_002428,1.0,
C_SyntheticConcept_019418,leadsTo,C_SyntheticConcept_019566,1.0,
C_SyntheticConcept_001257,leadsTo,C_SyntheticConcept_001405,1.0,
C_SyntheticConcept_018973,leadsTo,C_SyntheticConcept_019121,1.0,
C_SyntheticConcept_007297,leadsTo,C_SyntheticConcept_007445,1.0,
C_SyntheticConcept_007999,leadsTo,C_SyntheticConcept_008110,1.0,
C_SyntheticConcept_011979,leadsTo,C_SyntheticConcept_012127,1.0,
C_SyntheticConcept_004068,leadsTo,C_SyntheticConcept_004179,1.0,
C_SyntheticConcept_014519,leadsTo,C_SyntheticConcept_014630,1.0,
C_SyntheticConcept_001516,leadsTo,C_SyntheticConcept_001517,1.0,
C_SyntheticConcept_006762,leadsTo,C_SyntheticConcept_006873,1.0,
C_SyntheticConcept_000957,leadsTo,C_SyntheticConcept_001142,1.0,
C_SyntheticConcept_001601,leadsTo,C_SyntheticConcept_001602,1.0,
C_SyntheticConcept_004038,leadsTo,C_SyntheticConcept_004112,1.0,
C_SyntheticConcept_018090,leadsTo,C_SyntheticConcept_018091,1.0,
C_SyntheticConcept_012507,leadsTo,C_SyntheticConcept_012508,1.0,
C_SyntheticConcept_008582,leadsTo,C_SyntheticConcept_008693,1.0,
C_SyntheticConcept_015492,leadsTo,C_SyntheticConcept_015566,1.0,
C_SyntheticConcept_002806,leadsTo,C_SyntheticConcept_002991,1.0,
C_SyntheticConcept_017211,leadsTo,C_SyntheticConcept_017396,1.0,
C_SyntheticConcept_017485,leadsTo,C_SyntheticConcept_017596,1.0,
C_SyntheticConcept_012523,leadsTo,C_SyntheticConcept_012524,1.0,
C_SyntheticConcept_019464,leadsTo,C_SyntheticConcept_019575,1.0,
C_SyntheticConcept_016122,leadsTo,C_SyntheticConcept_016307,1.0,
C_SyntheticConcept_014637,leadsTo,C_SyntheticConcept_014638,1.0,
C_SyntheticConcept_002938,leadsTo,C_SyntheticConcept_002939,1.0,
C_SyntheticConcept_013505,leadsTo,C_SyntheticConcept_013579,1.0,
C_SyntheticConcept_008256,leadsTo,C_SyntheticConcept_008367,1.0,
C_SyntheticConcept_012502,leadsTo,C_SyntheticConcept_012576,1.0,
C_SyntheticConcept_001120,leadsTo,C_SyntheticConcept_001305,1.0,
C_SyntheticConcept_005635,leadsTo,C_SyntheticConcept_005746,1.0,
C_SyntheticConcept_015580,leadsTo,C_SyntheticConcept_015765,1.0,
C_SyntheticConcept_011782,leadsTo,C_SyntheticConcept_011783,1.0,
C_SyntheticConcept_009141,leadsTo,C_SyntheticConcept_009289,1.0,
C_SyntheticConcept_009609,leadsTo,C_SyntheticConcept_009720,1.0,
C_SyntheticConcept_001286,leadsTo,C_SyntheticConcept_001471,1.0,
C_SyntheticConcept_013456,leadsTo,C_SyntheticConcept_013567,1.0,
C_SyntheticConcept_011175,leadsTo,C_SyntheticConcept_011286,1.0,
C_SyntheticConcept_017104,leadsTo,C_SyntheticConcept_017105,1.0,
C_SyntheticConcept_015107,leadsTo,C_SyntheticConcept_015218,1.0,
C_SyntheticConcept_014332,leadsTo,C_SyntheticConcept_014406,1.0,
C_SyntheticConcept_011810,leadsTo,C_SyntheticConcept_011958,1.0,
C_SyntheticConcept_016748,leadsTo,C_SyntheticConcept_016749,1.0,
C_SyntheticConcept_008356,leadsTo,C_SyntheticConcept_008541,1.0,
C_SyntheticConcept_012668,leadsTo,C_SyntheticConcept_012669,1.0,
C_SyntheticConcept_006999,leadsTo,C_SyntheticConcept_007184,1.0,
C_SyntheticConcept_004277,leadsTo,C_SyntheticConcept_004351,1.0,
C_SyntheticConcept_012323,leadsTo,C_SyntheticConcept_012324,1.0,
C_SyntheticConcept_004261,leadsTo,C_SyntheticConcept_004446,1.0,
C_SyntheticConcept_012792,leadsTo,C_SyntheticConcept_012977,1.0,
C_SyntheticConcept_002819,leadsTo,C_SyntheticConcept_002930,1.0,
C_SyntheticConcept_015406,leadsTo,C_SyntheticConcept_015517,1.0,
C_SyntheticConcept_019476,leadsTo,C_SyntheticConcept_019477,1.0,
C_SyntheticConcept_004683,leadsTo,C_SyntheticConcept_004757,1.0,
C_SyntheticConcept_009140,leadsTo,C_SyntheticConcept_009214,1.0,
C_SyntheticConcept_013173,leadsTo,C_SyntheticConcept_013284,1.0,
C_SyntheticConcept_016643,leadsTo,C_SyntheticConcept_016754,1.0,
C_SyntheticConcept_002201,leadsTo,C_SyntheticConcept_002386,1.0,
C_SyntheticConcept_000547,leadsTo,C_SyntheticConcept_000695,1.0,
C_SyntheticConcept_005654,leadsTo,C_SyntheticConcept_005802,1.0,
C_SyntheticConcept_014859,leadsTo,C_SyntheticConcept_014860,1.0,
C_SyntheticConcept_006672,leadsTo,C_SyntheticConcept_006673,1.0,
C_SyntheticConcept_006853,leadsTo,C_SyntheticConcept_006854,1.0,
C_SyntheticConcept_013645,leadsTo,C_SyntheticConcept_013646,1.0,
C_SyntheticConcept_018563,leadsTo,C_SyntheticConcept_018748,1.0,
C_SyntheticConcept_016480,leadsTo,C_SyntheticConcept_016628,1.0,
C_SyntheticConcept_005782,leadsTo,C_SyntheticConcept_005930,1.0,
C_SyntheticConcept_014687,leadsTo,C_SyntheticConcept_014761,1.0,
C_SyntheticConcept_007327,leadsTo,C_SyntheticConcept_007438,1.0,
C_SyntheticConcept_015387,leadsTo,C_SyntheticConcept_015535,1.0,
C_SyntheticConcept_003303,leadsTo,C_SyntheticConcept_003377,1.0,
C_SyntheticConcept_010592,leadsTo,C_SyntheticConcept_010666,1.0,
C_SyntheticConcept_003511,leadsTo,C_SyntheticConcept_003585,1.0,
C_SyntheticConcept_000088,leadsTo,C_SyntheticConcept_000199,1.0,
C_SyntheticConcept_014821,leadsTo,C_SyntheticConcept_014895,1.0,
C_SyntheticConcept_000938,leadsTo,C_SyntheticConcept_001012,1.0,
C_SyntheticConcept_001363,leadsTo,C_SyntheticConcept_001548,1.0,
C_SyntheticConcept_013750,leadsTo,C_SyntheticConcept_013898,1.0,
C_SyntheticConcept_007908,leadsTo,C_SyntheticConcept_008019,1.0,
C_SyntheticConcept_015667,leadsTo,C_SyntheticConcept_015778,1.0,
C_SyntheticConcept_016237,leadsTo,C_SyntheticConcept_016238,1.0,
C_SyntheticConcept_003913,leadsTo,C_SyntheticConcept_003914,1.0,
C_SyntheticConcept_013446,leadsTo,C_SyntheticConcept_013631,1.0,
C_SyntheticConcept_008959,leadsTo,C_SyntheticConcept_009033,1.0,
C_SyntheticConcept_009477,leadsTo,C_SyntheticConcept_009551,1.0,
C_SyntheticConcept_016226,leadsTo,C_SyntheticConcept_016300,1.0,
C_SyntheticConcept_003459,leadsTo,C_SyntheticConcept_003533,1.0,
C_SyntheticConcept_013268,leadsTo,C_SyntheticConcept_013453,1.0,
C_SyntheticConcept_019461,leadsTo,C_SyntheticConcept_019535,1.0,
C_SyntheticConcept_003608,leadsTo,C_SyntheticConcept_003793,1.0,
C_SyntheticConcept_016034,leadsTo,C_SyntheticConcept_016145,1.0,
C_SyntheticConcept_017017,leadsTo,C_SyntheticConcept_017165,1.0,
C_SyntheticConcept_017208,leadsTo,C_SyntheticConcept_017282,1.0,
C_SyntheticConcept_008599,leadsTo,C_SyntheticConcept_008747,1.0,
C_SyntheticConcept_013548,leadsTo,C_SyntheticConcept_013696,1.0,
C_SyntheticConcept_013047,leadsTo,C_SyntheticConcept_013158,1.0,
C_SyntheticConcept_014193,leadsTo,C_SyntheticConcept_014341,1.0,
C_SyntheticConcept_004225,leadsTo,C_SyntheticConcept_004299,1.0,
C_SyntheticConcept_016857,leadsTo,C_SyntheticConcept_017005,1.0,
C_SyntheticConcept_011945,leadsTo,C_SyntheticConcept_012056,1.0,
C_SyntheticConcept_009839,leadsTo,C_SyntheticConcept_009950,1.0,
C_SyntheticConcept_005366,leadsTo,C_SyntheticConcept_005514,1.0,
C_SyntheticConcept_012951,leadsTo,C_SyntheticConcept_013099,1.0,
C_SyntheticConcept_008712,leadsTo,C_SyntheticConcept_008897,1.0,
C_SyntheticConcept_012643,leadsTo,C_SyntheticConcept_012828,1.0,
C_SyntheticConcept_008634,leadsTo,C_SyntheticConcept_008782,1.0,
C_SyntheticConcept_016216,leadsTo,C_SyntheticConcept_016217,1.0,
C_SyntheticConcept_018680,leadsTo,C_SyntheticConcept_018754,1.0,
C_SyntheticConcept_000816,leadsTo,C_SyntheticConcept_000964,1.0,
C_SyntheticConcept_003702,leadsTo,C_SyntheticConcept_003850,1.0,
C_SyntheticConcept_005208,leadsTo,C_SyntheticConcept_005282,1.0,
C_SyntheticConcept_007660,leadsTo,C_SyntheticConcept_007808,1.0,
C_SyntheticConcept_008236,leadsTo,C_SyntheticConcept_008237,1.0,
C_SyntheticConcept_010356,leadsTo,C_SyntheticConcept_010467,1.0,
C_SyntheticConcept_005806,leadsTo,C_SyntheticConcept_005917,1.0,
C_SyntheticConcept_017331,leadsTo,C_SyntheticConcept_017442,1.0,
C_SyntheticConcept_015219,leadsTo,C_SyntheticConcept_015220,1.0,
C_SyntheticConcept_000702,leadsTo,C_SyntheticConcept_000850,1.0,
C_SyntheticConcept_014712,leadsTo,C_SyntheticConcept_014786,1.0,
C_SyntheticConcept_019617,leadsTo,C_SyntheticConcept_019765,1.0,
C_SyntheticConcept_018058,leadsTo,C_SyntheticConcept_018169,1.0,
C_SyntheticConcept_003667,leadsTo,C_SyntheticConcept_003668,1.0,
C_SyntheticConcept_003575,leadsTo,C_SyntheticConcept_003576,1.0,
C_SyntheticConcept_015569,leadsTo,C_SyntheticConcept_015570,1.0,
C_SyntheticConcept_012766,leadsTo,C_SyntheticConcept_012877,1.0,
C_SyntheticConcept_011767,leadsTo,C_SyntheticConcept_011915,1.0,
C_SyntheticConcept_005183,leadsTo,C_SyntheticConcept_005368,1.0,
C_SyntheticConcept_013242,leadsTo,C_SyntheticConcept_013353,1.0,
C_SyntheticConcept_000257,leadsTo,C_SyntheticConcept_000331,1.0,
C_SyntheticConcept_002008,leadsTo,C_SyntheticConcept_002119,1.0,
C_SyntheticConcept_018022,leadsTo,C_SyntheticConcept_018133,1.0,
C_SyntheticConcept_016032,leadsTo,C_SyntheticConcept_016217,1.0,
C_SyntheticConcept_003323,leadsTo,C_SyntheticConcept_003508,1.0,
C_SyntheticConcept_009249,leadsTo,C_SyntheticConcept_009397,1.0,
C_SyntheticConcept_010771,leadsTo,C_SyntheticConcept_010956,1.0,
C_SyntheticConcept_017671,leadsTo,C_SyntheticConcept_017819,1.0,
C_SyntheticConcept_016918,leadsTo,C_SyntheticConcept_017029,1.0,
C_SyntheticConcept_001184,leadsTo,C_SyntheticConcept_001332,1.0,
C_SyntheticConcept_007249,leadsTo,C_SyntheticConcept_007360,1.0,
C_SyntheticConcept_010083,leadsTo,C_SyntheticConcept_010231,1.0,
C_SyntheticConcept_000986,leadsTo,C_SyntheticConcept_001134,1.0,
C_SyntheticConcept_004659,leadsTo,C_SyntheticConcept_004770,1.0,
C_SyntheticConcept_000474,leadsTo,C_SyntheticConcept_000622,1.0,
C_SyntheticConcept_016394,leadsTo,C_SyntheticConcept_016542,1.0,
C_SyntheticConcept_004327,leadsTo,C_SyntheticConcept_004475,1.0,
C_SyntheticConcept_006823,leadsTo,C_SyntheticConcept_006824,1.0,
C_SyntheticConcept_017122,leadsTo,C_SyntheticConcept_017123,1.0,
C_SyntheticConcept_004724,leadsTo,C_SyntheticConcept_004725,1.0,
C_SyntheticConcept_016846,leadsTo,C_SyntheticConcept_016847,1.0,
C_SyntheticConcept_019068,leadsTo,C_SyntheticConcept_019069,1.0,
C_SyntheticConcept_018833,leadsTo,C_SyntheticConcept_018834,1.0,
C_SyntheticConcept_009800,leadsTo,C_SyntheticConcept_009911,1.0,
C_SyntheticConcept_002477,leadsTo,C_SyntheticConcept_002625,1.0,
C_SyntheticConcept_012587,leadsTo,C_SyntheticConcept_012772,1.0,
C_SyntheticConcept_000180,leadsTo,C_SyntheticConcept_000365,1.0,
C_SyntheticConcept_012856,leadsTo,C_SyntheticConcept_013041,1.0,
C_SyntheticConcept_014845,leadsTo,C_SyntheticConcept_014993,1.0,
C_SyntheticConcept_013404,leadsTo,C_SyntheticConcept_013405,1.0,
C_SyntheticConcept_019300,leadsTo,C_SyntheticConcept_019301,1.0,
C_SyntheticConcept_000033,leadsTo,C_SyntheticConcept_000144,1.0,
C_SyntheticConcept_004873,leadsTo,C_SyntheticConcept_005021,1.0,
C_SyntheticConcept_017920,leadsTo,C_SyntheticConcept_018031,1.0,
C_SyntheticConcept_009990,leadsTo,C_SyntheticConcept_010064,1.0,
C_SyntheticConcept_013048,leadsTo,C_SyntheticConcept_013049,1.0,
